Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=290W; Reactive=282var; Appearent=400VA; Line: Current=1.72A; Voltage=233.88V; Phase=-43,841rad; Peaks: 1060.000; 1051.000; 1041.000; 1059.000; 1054.000; 1058.000; 1051.000; 1049.000; 1057.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=13; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=264W; Reactive=265var; Appearent=410VA; Line: Current=1.81A; Voltage=224.88V; Phase=-43,841rad; Peaks: 1049.000; 1047.000; 1041.000; 1060.000; 1051.000; 1057.000; 1059.000; 1051.000; 1058.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=14; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=299W; Reactive=284var; Appearent=408VA; Line: Current=1.73A; Voltage=222.05V; Phase=-43,841rad; Peaks: 1059.000; 1051.000; 1058.000; 1054.000; 1047.000; 1060.000; 1051.000; 1057.000; 1049.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=15; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=281W; Reactive=283var; Appearent=409VA; Line: Current=1.74A; Voltage=224.69V; Phase=-43,841rad; Peaks: 1051.000; 1041.000; 1051.000; 1054.000; 1059.000; 1057.000; 1049.000; 1047.000; 1060.000; 1058.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=16; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=254W; Reactive=270var; Appearent=399VA; Line: Current=1.89A; Voltage=227.92V; Phase=-43,841rad; Peaks: 1049.000; 1051.000; 1041.000; 1047.000; 1060.000; 1051.000; 1059.000; 1057.000; 1058.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=17; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=262W; Reactive=271var; Appearent=400VA; Line: Current=1.78A; Voltage=229.91V; Phase=-43,841rad; Peaks: 1041.000; 1047.000; 1058.000; 1060.000; 1051.000; 1059.000; 1054.000; 1049.000; 1051.000; 1057.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=18; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=270W; Reactive=276var; Appearent=409VA; Line: Current=1.72A; Voltage=224.41V; Phase=-43,841rad; Peaks: 1059.000; 1058.000; 1051.000; 1051.000; 1060.000; 1054.000; 1047.000; 1041.000; 1049.000; 1057.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=19; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=278W; Reactive=270var; Appearent=396VA; Line: Current=1.76A; Voltage=233.57V; Phase=-43,841rad; Peaks: 1041.000; 1051.000; 1051.000; 1059.000; 1057.000; 1049.000; 1060.000; 1047.000; 1054.000; 1058.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=20; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=287W; Reactive=280var; Appearent=402VA; Line: Current=1.85A; Voltage=224.55V; Phase=-43,841rad; Peaks: 1054.000; 1047.000; 1051.000; 1049.000; 1058.000; 1051.000; 1041.000; 1059.000; 1060.000; 1057.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=21; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=300W; Reactive=282var; Appearent=407VA; Line: Current=1.80A; Voltage=234.01V; Phase=-43,841rad; Peaks: 1051.000; 1059.000; 1054.000; 1047.000; 1060.000; 1041.000; 1058.000; 1057.000; 1049.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=22; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=282W; Reactive=278var; Appearent=409VA; Line: Current=1.83A; Voltage=234.56V; Phase=-43,841rad; Peaks: 1049.000; 1058.000; 1060.000; 1054.000; 1047.000; 1057.000; 1059.000; 1051.000; 1051.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=23; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=286W; Reactive=268var; Appearent=404VA; Line: Current=1.80A; Voltage=228.82V; Phase=-43,841rad; Peaks: 1054.000; 1047.000; 1051.000; 1060.000; 1057.000; 1049.000; 1051.000; 1041.000; 1058.000; 1059.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=24; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=288W; Reactive=266var; Appearent=397VA; Line: Current=1.86A; Voltage=233.60V; Phase=-43,841rad; Peaks: 1059.000; 1057.000; 1049.000; 1054.000; 1041.000; 1051.000; 1058.000; 1060.000; 1047.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=25; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=275W; Reactive=271var; Appearent=406VA; Line: Current=1.80A; Voltage=231.30V; Phase=-43,841rad; Peaks: 1058.000; 1049.000; 1054.000; 1051.000; 1041.000; 1051.000; 1059.000; 1047.000; 1060.000; 1057.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=26; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=265W; Reactive=282var; Appearent=397VA; Line: Current=1.78A; Voltage=234.14V; Phase=-43,841rad; Peaks: 1051.000; 1051.000; 1047.000; 1059.000; 1057.000; 1041.000; 1058.000; 1054.000; 1060.000; 1049.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=27; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=265W; Reactive=275var; Appearent=395VA; Line: Current=1.73A; Voltage=231.20V; Phase=-43,841rad; Peaks: 1057.000; 1054.000; 1051.000; 1059.000; 1049.000; 1041.000; 1051.000; 1047.000; 1058.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=28; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=267W; Reactive=275var; Appearent=396VA; Line: Current=1.75A; Voltage=234.14V; Phase=-43,841rad; Peaks: 1051.000; 1041.000; 1060.000; 1054.000; 1058.000; 1059.000; 1047.000; 1049.000; 1057.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=29; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=298W; Reactive=273var; Appearent=405VA; Line: Current=1.79A; Voltage=231.47V; Phase=-43,841rad; Peaks: 1041.000; 1051.000; 1054.000; 1060.000; 1057.000; 1059.000; 1049.000; 1051.000; 1058.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=30; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=258W; Reactive=272var; Appearent=407VA; Line: Current=1.84A; Voltage=232.35V; Phase=-43,841rad; Peaks: 1047.000; 1041.000; 1054.000; 1051.000; 1057.000; 1059.000; 1058.000; 1049.000; 1051.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=31; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=298W; Reactive=265var; Appearent=400VA; Line: Current=1.75A; Voltage=231.38V; Phase=-43,841rad; Peaks: 1057.000; 1051.000; 1060.000; 1059.000; 1049.000; 1041.000; 1047.000; 1058.000; 1051.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=32; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=295W; Reactive=277var; Appearent=402VA; Line: Current=1.89A; Voltage=225.82V; Phase=-43,841rad; Peaks: 1041.000; 1051.000; 1051.000; 1054.000; 1060.000; 1049.000; 1047.000; 1058.000; 1059.000; 1057.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=33; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=277W; Reactive=270var; Appearent=406VA; Line: Current=1.73A; Voltage=220.34V; Phase=-43,841rad; Peaks: 1058.000; 1041.000; 1049.000; 1047.000; 1054.000; 1051.000; 1057.000; 1059.000; 1051.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=34; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=293W; Reactive=273var; Appearent=397VA; Line: Current=1.81A; Voltage=222.61V; Phase=-43,841rad; Peaks: 1057.000; 1059.000; 1051.000; 1047.000; 1051.000; 1060.000; 1049.000; 1054.000; 1041.000; 1058.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=35; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=283W; Reactive=271var; Appearent=409VA; Line: Current=1.87A; Voltage=226.11V; Phase=-43,841rad; Peaks: 1049.000; 1047.000; 1051.000; 1054.000; 1059.000; 1041.000; 1060.000; 1057.000; 1058.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=36; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=252W; Reactive=270var; Appearent=406VA; Line: Current=1.70A; Voltage=233.52V; Phase=-43,841rad; Peaks: 1047.000; 1057.000; 1051.000; 1059.000; 1060.000; 1041.000; 1049.000; 1054.000; 1058.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=37; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=289W; Reactive=276var; Appearent=406VA; Line: Current=1.78A; Voltage=230.94V; Phase=-43,841rad; Peaks: 1049.000; 1051.000; 1051.000; 1060.000; 1057.000; 1058.000; 1047.000; 1059.000; 1054.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=38; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=294W; Reactive=274var; Appearent=409VA; Line: Current=1.79A; Voltage=224.51V; Phase=-43,841rad; Peaks: 1051.000; 1051.000; 1049.000; 1060.000; 1059.000; 1047.000; 1041.000; 1058.000; 1057.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=39; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=290W; Reactive=280var; Appearent=405VA; Line: Current=1.78A; Voltage=223.55V; Phase=-43,841rad; Peaks: 1054.000; 1047.000; 1051.000; 1060.000; 1057.000; 1041.000; 1051.000; 1049.000; 1058.000; 1059.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=40; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=298W; Reactive=285var; Appearent=407VA; Line: Current=1.84A; Voltage=227.59V; Phase=-43,841rad; Peaks: 1051.000; 1051.000; 1054.000; 1058.000; 1059.000; 1057.000; 1041.000; 1049.000; 1047.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=41; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=291W; Reactive=277var; Appearent=403VA; Line: Current=1.90A; Voltage=226.31V; Phase=-43,841rad; Peaks: 1058.000; 1049.000; 1059.000; 1054.000; 1041.000; 1051.000; 1047.000; 1060.000; 1051.000; 1057.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
